text,rating,date,class
Front staff are friendly but this hotel needs a complete makeover.  This place is very run down. And no kettle to make any  hot drinks.  It is close to restaurants and bars but that also means loud music at night. Not worth what we payed. Lots to choose for breakfast but very chaotic and loud.,4,2024-03-30 00:28:15+00,-1
Muito lindo.,10,2024-03-30 11:30:53+00,1
"Estadia tranquila, o café da manhã deixou a desejar, parecia que o hotel não suportava a demanda do feriado, tive que ficar esperando preparar algumas coisas que já tinham acabado no café da manhã",8,2024-03-31 00:00:00+00,1
"Localização muito boa, cama também. A manutenção dos quartos precisa melhorar. E o horário da piscina inicia muito tarde. O sky bar é uma boa opção. No booking informa que oferecem produtos de banho,mas só havia sabonete. O café é bom. No mais, ok.",6,2024-03-31 00:00:00+00,0
"Localização muito boa, no entanto os serviços deixam a desejar. As toalhas não foram trocadas nenhum dia pois segundo informação não tinha toalha pq o hotel estava cheio. Serviço no bar da piscina tinha q implorar p ser atendido mesmo c movimento os garçons ficavam dentro do restaurante q era longe da piscina. Custo bom ! Mas serviço deixou a desejar ….",6,2024-04-01 00:00:00+00,0
"hotel otimo e muito bem localizado, porem, me cobraram estacionamento e meu status do HOTEIS.COM me dava como privilegio o estacionamento gratis",8,2024-04-01 00:00:00+00,1
"Hotel muito bom, lugar excelente , bom café da manhã, funcionários atenciosos. Dá pra fazer os passeios e ir pro Paraguai de ônibus.",10,2024-04-03 00:00:00+00,1
Ótimo,10,2024-04-05 13:06:54+00,1
"fui apenas no restaurante, fiz o meu pedido de namoro… gostei muito da experiência, foi uma noite muito especial e fui muito bem atendido, realmente superou as expectativas… pretendo voltar mais vezes nesse lugar que é muito lindo!!!!!!!",10,2024-04-06 00:00:00+00,1
"Nos hospedamos no Viale Tower algumas vezes já e sempre retornamos porque adoramos a localização e também o SkyBar. As camas e o chuveiro deles são os melhores que já encontramos em hospedagens na região e as roupas de cama são de excelente qualidade (Altenburg) em sua maioria. O chuveiro é uma delícia, não dá vontade de sair dele, a temperatura você regula como prefere, porque o aquecimento dele é a gás, e a ducha é bem forte, parece que faz uma massagem nas nossas costas quando entramos. O shampoo e condicionador deles é muito bom também, por diversas vezes levei o meu por me preocupar em ficar ruim (meu cabelo é cacheado e não é qualquer coisa que fica bom), e quando precisei usar os deles me arrependi de não ter confiado antes. O único ponto fraco deles é o café da manhã (no meu ponto de vista), se você for depois das 9h muita coisa já terá terminado e possivelmente se depare com filas também, porém, senti falta também de coisas clássicas como um bolo de chocolate ou bolo de cenoura com cobertura de chocolate, que não encontrei mesmo indo mais cedo, lá pelas 8h da manhã. Com relação ao elevador, provavelmente vocês verão algumas reclamações, porém acho compreensível se você considerar o número de quartos e pessoas que se hospedam lá, não vejo isso como um problema. Dica extra: Aproveitem o cardápio e as coisas ofertadas no Skybar, a comida deles é excelente e não é cara, é um preço muito justo e eles não se aproveitam só por ser hotel. Fora o atendimento que é sempre excelente, adoramos passar a tarde lá na piscina comendo e bebendo com comodidade. Dica extra 2: Como a piscina fica no último andar é bem comum que você sinta frio cedo, então se puderem ir direto pra lá, logo após o check-out, vocês conseguem aproveitar mais, a partir das 17h, mesmo em dias quentes, costuma ser mais difícil ficar na piscina sem sentir frio.",10,2024-04-07 00:00:00+00,1
 Café da manhã + localização + acomodações = excelentes  Os elevadores não dão conta do recado e demoram,9,2024-04-07 12:37:14+00,1
 Da localização e custo benefício  Da limpeza e falta de acustica no quarto.,7,2024-04-07 13:21:37+00,0
 Bom de café da manhã. Atendimento de funcionários.  Piscina muito bagunçado. Não consegui fazer Piscina.,8,2024-04-08 10:48:32+00,1
" Boa localização, com estacionamento incluso e acessível. Limpeza, conforto e acessórios funcionando perfeitamente. Acesso tranquilo às áreas comuns.  Tudo no apto estava bem atendido, mas faço apenas a sugestão de que seja realizado uma reposição de alguns utensílios na cozinha para poder equalizar o conforto que o imóvel proporciona.",10,2024-04-08 17:34:08+00,1
" Hotel com instalações novas, ótimo café da manhã.  Estacionamento pago a parte. Algumas rachaduras nas paredes e teto do subsolo que causam
Preocupação.",9,2024-04-08 18:15:14+00,1
" Excelente atención del personal de recepción, buenas vistas desde el Sky Lounge y tragos muy ricos. La ubicación también es excepcional, a pocos metros de bares, restaurantes y tiendas. También de fácil acceso para llegar a las Cataratas en Uber, Bus o Taxi.",10,2024-04-09 00:22:45+00,1
 Café da manhã muito bom. Muito boa localização. Perto de vários bares e restaurantes para quem gosta de vida noturna.,9,2024-04-09 13:23:32+00,1
" O restaurante e piscina! Adorei a vista.
Cozinha muito boa
Quarto muito bom
Funcionários simpáticos 
Ótima localização  Tive dificuldade em dormir por motivo de música muito alta vinda dos bares aos arredores.
As toalhas de banho demoravam a chegar, pois disseram que o serviço da lavanderia é terceirizado, mas é muito desagradável querer tomar banho depois de um dia de trabalho ou de uma viagem e ter que ficar esperando até chegar as toalhas.",8,2024-04-09 14:03:28+00,1
" Café da manhã, localização, piscina, SKY bar  Demora em fornecer toalha de banho",10,2024-04-09 18:53:57+00,1
"De modo geral o hotel é bom.
Minha ressalva é que a tarifa praticada por eles não é das mais baixas, e por isso esperava no mínimo um mensageiro, e um manobrista. A pessoa que teoricamente estava ali para cuidar do estacionamento, não sabia informar se o estacionamento do sub solo estava lotado ou se havia vaga. Me fez descer com o carro, andar por todo sub solo e eu mesma constatar que não havia vaga e retornar. Outro fator é o estacionamento ser cobrado. R$35.00 por dia. Acho inaceitável, a diária já estava numa tarifa alta, o estacionamento poderia ser cortesia já que não tem manobrista, e o próprio hóspede precisa adivinhar se tem vaga ou não no sub solo. Não tem mensageiro, precisei de cobertor tive que descer para buscar, precisei de toalhas pois estávamos em 3 e só havia enxoval para duas pessoas, também precisei descer à recepção para buscar.
Então foram aspectos que me deixaram insatisfeita, pelo valor cobrado e serviço não entregue.",6,2024-04-10 11:43:03+00,0
"Muy bien ubicado, a 2 cuadras del centro, cerca a restaurantes. Tiendas de ropa.",10,2024-04-11 03:21:23+00,1
" Excelente relação custo/benefício. O hotel é muito bem localizado, fica perto de excelentes restaurantes e, apesar de sua localização central, o acesso às principais atrações de Foz do Iguaçu é muito fácil. Conta com uma equipe prestativa e simpática, acomodações adequadas e uma estrutura bem razoável (academia, piscina com deck na cobertura com uma bela vista e um bar anexo). Também oferece um bom café da manhã, tudo isso a um preço justo.",9,2024-04-12 13:27:31+00,1
" Limpeza, conforto, atendimento, localização  Nada",9,2024-04-13 00:37:04+00,1
Alles gut erreichbar alles sauber herrlicher Blick im 17. Stock mit Pool.,10,2024-04-13 01:30:47+00,1
 Café da manhã é bom.  Não tinha tomada ao lado da cama e cobram taxa para estacionar veículo.,8,2024-04-14 01:23:40+00,1
" Localização maravilhosa 
Próximo a restaurantes 
Comércio  Falta um pouco de manutenção e melhorar a limpeza",9,2024-04-14 12:00:02+00,1
" Servicio 
Limpieza 
Amabilidad",10,2024-04-14 21:43:23+00,1
" Perfeito Hotel !!! Atendimento de Recepção rápido e eficaz. Restaurante agradável com variedade de Pratos Quentes, Frios, Pães e Doces,sempre reabastecido.Quarto amplo arejado, silencioso com ótima roupa de Cama e Banho. Localização excelente com variedade gastronômica em torno do Hotel.Salientamos o atendimento no Bar da Piscina da Srta. Larissa, excelente no seu atendimento.  Não houveram pontos negativos a serem citados.",10,2024-04-15 13:30:54+00,1
" Café da manhã bom.
Atendimento muito bom  A janela travada",8,2024-04-15 20:44:23+00,1
"Fomos bem atendidos por todos os colaboradores, mas quero destacar o excelente atendimento prestado pelo colaborador Matheus. 
Muito educado, gentil e prestativo, sempre nos atendendo com simpatia e boa vontade. Nota 10.
O café é muito bom.",10,2024-04-16 00:00:00+00,1
" Quarto, café da manhã  Elevadores, ausência de ar condicionado no hall dos andares.",6,2024-04-16 02:22:04+00,0
 Quarto espaçoso e localização excelente  Tive que pedir duas vezes para repor papel higiênico. É um serviço básico que pode ser melhorado,8,2024-04-16 21:03:27+00,1
"Quarto extremamente Destruído, cheio de móveis estragados, cabelos no chão do banheiro, teia de aranha com aranha, janela que não abre nem um pouco. Extremamente mal cuidado. Paredes sujas, Hotel muito bem localizado porém muito mal cuidado.",2,2024-04-18 00:00:00+00,-1
Localizsção atendiemento e limpeza impecaveis,10,2024-04-18 00:00:00+00,1
 El desayuno y el gym  A veces demoraba el ascensor,10,2024-04-18 02:19:41+00,1
 A localização é muito boa. Tudo estava funcionando.  Reservei um quarto que possuía duas camas e quando cheguei no hotel fui informado que minha reserva era somente para uma pessoa. Acho que aqui está uma oportunidade para o booking. Além disso mostra que o hotel possui garagem porém é um valor a parte. Acho que já deveria ser algo incluso no valor da diária. É se trocar por muito pouco sendo que existem diversas oportunidades de melhora no hotel. Um dia fomos surpreendidos ao chegar no hotel e a porta encontrava-se aberta com todos os nossos pertences no quarto. Nos sentimos totalmente sem segurança com nossos pertences. Ao ligar para a recepção falaram que iam informar a governanta e não deram mais nenhuma resposta sobre o assunto. O banheiro faltava alguns acabamentos e o colchão da cama estava bem gasto. Notório o formato de U. Além disso aparece nos anúncios que o hotel possui academia. TODOS os equipamentos estavam QUEBRADOS!,7,2024-04-18 12:52:00+00,0
 Limpeza,10,2024-04-18 13:40:46+00,1
" Muito boa localização e com café da manhã agradável.  Foi uma estadia ok. 
Logo na chegada tivemos um probleminha com o quarto que ficamos, mas que prontamente foi resolvido pelos funcionários",8,2024-04-18 14:34:58+00,1
"Me hospedei no Viale Tower na semana passada e foi uma experiência incrível. Como eu também trabalho na área de turismo, costumo ser muito observadora na questão de qualidade do hotel e atendimento. O Viale Tower foi incrível! Na recepção fomos atendidos pelo Augusto, uma simpatia em pessoa e muito atencioso. Os quartos são bem amplos, cama muito aconchegante, wi-fi funcionando em todas as áreas (sem travar), chuveiro excelente e limpeza muito bem feita nos aptos. O café da manhã é muito gostoso, com opções inclusive pra quem tem restrição alimentar (como é o meu caso). Indicarei sempre o Viale Tower e voltarei com certeza! Amei a experiência.",10,2024-04-18 15:31:48+00,1
 Hotel muito confortável. Localização excelente. Café da manhã magnífico. Quartos enormes. Camas grandes. Fui com dois filhos e não me cobraram nada extra.  Estacionamento cobrado separadamente. É algo que me chateia em hotéis,10,2024-04-18 15:49:30+00,1
